id,y,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23
6901,150.0,-0.4351101764968022,-0.28924351741304466,-0.36205948367335217,0.18131342172633466,-0.8164624334483792,-0.39912954250027577,0.47412059212801366,-0.6073504710363734,-0.302936098819075,-0.6169090410613449,0.2724582753069757,0.35152998671282976,0.01452072533683349,0.004560700984327229,-0.0026634554936820834,-0.003299685509173092,0.017460099205256093,-0.011385536775631862,0.0013915636119974663,-0.0020803331968562754,0.0011712217437179259,0.00783175544035028,0.003405995205059053,0.005359443330044738
6902,150.0,-0.216600754714778,-0.20125523712328847,-0.3931839659736015,0.13636520370618357,-0.5211687335597655,-0.5504815754690149,0.48047078108824426,-0.6059001862245073,-0.2778271114716661,-0.4616787816511529,0.3137518766551145,0.4064112735036617,0.007602677648477775,0.004230746209833973,-0.00045735838217259196,-0.001306887072870298,0.012248936746080715,-0.003926412912530642,-0.0007517183221471786,0.002122821517670846,0.001373310342564533,0.007678711957268813,0.000767641364753302,0.00028255885306118503
6903,150.0,-0.11600494657912874,-0.12041996112748043,-0.38081432186577924,0.12288640431615687,-0.31661490856006536,-0.5659154006908191,0.44431753728132006,-0.5280821287260029,-0.2461522732323834,-0.3104518717074755,0.3056012105778849,0.37130260088785827,0.0027293639721959824,0.0038454005549324135,0.0016859571471250757,-0.0001527436461606577,0.008386111716364735,0.002206283999061617,-0.0028587796647179986,0.005556444071807567,0.0018278068329053221,0.0074314204936988155,-0.0015384315374777845,-0.0036395526106187915
6904,150.0,-0.09242807184837645,-0.04784550703378665,-0.32620618299412174,0.12410392336439131,-0.1758342098600911,-0.4719595571958678,0.3663852725387178,-0.38928694174866757,-0.20286342627134313,-0.16511327084008354,0.25465189583678033,0.26929942913149174,-9.921569201190126e-05,0.003404664019622557,0.00376649109421092,0.00016274477095581493,0.005871624116108135,0.007012553959144937,-0.004929620415715009,0.008220534465553929,0.002534711214740279,0.007089881049640272,-0.003512223501634213,-0.0064068910609951565
6905,150.0,-0.10497545028104269,0.015360307549626934,-0.23061518100286552,0.12324466065902362,-0.07185988887065524,-0.29514258401433957,0.2473983986919135,-0.20490526850030868,-0.14291241275866196,-0.027547938658747977,0.16754955119329407,0.12349721850063375,-0.0008830613441458866,0.0029085366039043963,0.005784243459084953,-0.00036042182152086645,0.004705473945310913,0.0104923969677193,-0.0069642405751381975,0.010115092698909917,0.003494023488069418,0.0066540936250931845,-0.005153734527715959,-0.008019456498067921
6906,150.0,-0.11275240163564941,0.06808966501459428,-0.095296947536247,0.10353551600819055,0.02227480299742985,-0.061993020176414095,0.08808132757238377,0.00967224781126579,-0.061251074864456356,0.1003591652267604,0.050939795408919575,-0.043008570738643406,0.0003778270157940559,0.002357018307777932,0.007739214241747173,-0.001722243423590715,0.004887661203973069,0.012645813024784687,-0.008962640142987562,0.011240118771875517,0.004705743652892738,0.006124058220057557,-0.006462964615723039,-0.008477248921837089
6907,150.0,-0.07486424567071823,0.10923474775294935,0.07849288576149746,0.04820338922002889,0.13353661433335182,0.2009605952877298,-0.1108415289883951,0.2390549639782485,0.04716874524115724,0.21672308120667078,-0.08853175275484979,-0.20712247832026795,0.0036834493878078987,0.0017501091312431688,0.009631403442197557,-0.003922720035253735,0.006418185892094588,0.01347280213034112,-0.010924819119263112,0.011595612684450734,0.006169871709210223,0.005499774834533387,-0.007439913765655454,-0.007780268332302653
6908,150.0,0.049583697855228995,0.13768773815652618,0.2894986872461315,-0.05952481989732459,0.2888922937262982,0.467189723347913,-0.34864575915894663,0.46785223679283183,0.18739520538806226,0.31965884967121216,-0.24421947453652057,-0.34574904397816764,0.009033805771895668,0.0010878090743001063,0.011460811060436123,-0.006961851656509905,0.009297048009675514,0.012973364284388614,-0.012850777503964841,0.011181574436635583,0.007886407657021885,0.00478124346852068,-0.00808458197751319,-0.00592851472946462
6909,150.0,0.3014861091836705,0.1523408186171587,0.5364648252734183,-0.23642221153573323,0.5153085897654567,0.7101658249739561,-0.6246069511077945,0.6806734230472083,0.3644764634061423,0.40728151101061394,-0.4094777511745994,-0.4357928074462706,0.016428896168057334,0.0003701181369487451,0.01322743709646287,-0.010839638287359253,0.013524247556715814,0.011147499486927179,-0.014740515297092761,0.00999800402843007,0.009855351496327729,0.003968464122019418,-0.008396969251296266,-0.0029219881133229885
6910,150.0,0.7217376685560845,0.15208617152668094,0.8181356681991222,-0.49926188588706016,0.8397522510400149,0.9033603611356804,-0.9380006930034626,0.8621278795335702,0.5834606771252807,0.4777061056151052,-0.5776609639075928,-0.45415830845850474,0.025868720576292914,-0.00040296368081092055,0.014931281550277793,-0.015556079927801733,0.019099784533215498,0.007995207737956728,-0.016594032498646848,0.008044901459834145,0.012076703227127752,0.0030614367950296236,-0.008377075587004667,0.0012393115161222544
